,event_id,device_id,timestamp,longitude,latitude,city,state,gender,age,group,phone_brand,device_model,year,month,month_name,day_of_week,hour
1864162,1765430,4.541880194951859e+17,2016-05-01 07:08:47,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Sunday,7
1864313,638390,4.541880194951859e+17,2016-05-01 17:31:41,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Sunday,17
1864464,1609910,4.541880194951859e+17,2016-05-01 14:55:23,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Sunday,14
1864615,2366469,4.541880194951859e+17,2016-05-03 13:10:08,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Tuesday,13
1864766,284679,4.541880194951859e+17,2016-05-06 17:51:13,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Friday,17
1864917,2094155,4.541880194951859e+17,2016-05-04 22:31:04,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Wednesday,22
1865068,2448119,4.541880194951859e+17,2016-05-07 09:18:01,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Saturday,9
1865219,823505,4.541880194951859e+17,2016-05-03 18:22:13,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Tuesday,18
1865370,1757704,4.541880194951859e+17,2016-05-04 21:16:51,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Wednesday,21
1865521,1986881,4.541880194951859e+17,2016-05-01 02:45:05,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Sunday,2
1865672,670770,4.541880194951859e+17,2016-05-02 09:06:13,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Monday,9
1865823,800084,4.541880194951859e+17,2016-05-07 19:04:25,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Saturday,19
1865974,1682220,4.541880194951859e+17,2016-05-07 19:08:25,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Saturday,19
1866125,2271568,4.541880194951859e+17,2016-05-02 19:06:10,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Monday,19
1866276,1586225,4.541880194951859e+17,2016-05-02 18:09:15,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Monday,18
1866427,81686,4.541880194951859e+17,2016-05-04 12:08:36,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Wednesday,12
1866578,1399064,4.541880194951859e+17,2016-05-03 17:43:45,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Tuesday,17
1866729,2433914,4.541880194951859e+17,2016-05-02 18:05:37,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Monday,18
1866880,827119,4.541880194951859e+17,2016-05-02 21:39:03,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Monday,21
1867031,502769,4.541880194951859e+17,2016-05-04 15:12:15,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Wednesday,15
1867182,1447076,4.541880194951859e+17,2016-05-02 09:02:32,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Monday,9
1867333,1155950,4.541880194951859e+17,2016-05-03 18:21:41,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Tuesday,18
1867484,809299,4.541880194951859e+17,2016-05-01 07:20:47,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Sunday,7
1867635,1094465,4.541880194951859e+17,2016-05-03 16:32:42,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Tuesday,16
1867786,2977407,4.541880194951859e+17,2016-05-03 16:35:35,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Tuesday,16
1867937,48549,4.541880194951859e+17,2016-05-04 15:45:23,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Wednesday,15
1868088,2667654,4.541880194951859e+17,2016-05-06 16:44:37,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Friday,16
1868239,1926183,4.541880194951859e+17,2016-05-05 08:37:48,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Thursday,8
1868390,1143523,4.541880194951859e+17,2016-05-07 10:12:56,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Saturday,10
1868541,1110086,4.541880194951859e+17,2016-05-06 06:08:45,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Friday,6
1868692,123964,4.541880194951859e+17,2016-05-06 06:18:29,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Friday,6
1868843,2638443,4.541880194951859e+17,2016-05-06 05:25:31,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Friday,5
1868994,1736360,4.541880194951859e+17,2016-05-06 05:28:58,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Friday,5
1869145,1931410,4.541880194951859e+17,2016-05-05 11:33:11,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Thursday,11
1869296,2634972,4.541880194951859e+17,2016-05-01 03:04:15,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Sunday,3
1869447,378749,4.541880194951859e+17,2016-05-02 15:05:53,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Monday,15
1869598,813990,4.541880194951859e+17,2016-05-06 10:45:43,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Friday,10
1869749,1941501,4.541880194951859e+17,2016-05-02 18:32:15,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Monday,18
1869900,114098,4.541880194951859e+17,2016-05-01 23:27:04,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Sunday,23
1870051,1310643,4.541880194951859e+17,2016-05-05 11:38:14,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Thursday,11
1870202,1812591,4.541880194951859e+17,2016-05-06 21:16:47,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Friday,21
1870353,1777653,4.541880194951859e+17,2016-05-07 15:22:19,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Saturday,15
1870504,1850238,4.541880194951859e+17,2016-05-05 10:20:50,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Thursday,10
1870655,984951,4.541880194951859e+17,2016-05-07 10:18:35,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Saturday,10
1870806,169624,4.541880194951859e+17,2016-05-02 09:47:43,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Monday,9
1870957,2655731,4.541880194951859e+17,2016-05-04 12:06:17,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Wednesday,12
1871108,2228909,4.541880194951859e+17,2016-05-01 07:08:14,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Sunday,7
1871259,1289753,4.541880194951859e+17,2016-05-04 17:42:20,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Wednesday,17
1871410,1640937,4.541880194951859e+17,2016-05-04 09:21:05,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Wednesday,9
1871561,2652632,4.541880194951859e+17,2016-05-07 11:34:01,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Saturday,11
1871712,2183966,4.541880194951859e+17,2016-05-06 12:50:18,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Friday,12
1871863,2020614,4.541880194951859e+17,2016-05-06 10:45:07,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Friday,10
1872014,436687,4.541880194951859e+17,2016-05-06 06:07:48,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Friday,6
1872165,249157,4.541880194951859e+17,2016-05-06 10:42:33,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Friday,10
1872316,1639150,4.541880194951859e+17,2016-05-03 08:51:31,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Tuesday,8
1872467,397710,4.541880194951859e+17,2016-05-01 22:29:03,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Sunday,22
1872618,3139490,4.541880194951859e+17,2016-05-05 14:36:59,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Thursday,14
1872769,845948,4.541880194951859e+17,2016-05-07 12:43:24,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Saturday,12
1872920,1102488,4.541880194951859e+17,2016-05-06 20:58:31,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Friday,20
1873071,2746733,4.541880194951859e+17,2016-05-04 21:20:37,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Wednesday,21
1873222,1973691,4.541880194951859e+17,2016-05-06 16:59:18,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Friday,16
1873373,1219320,4.541880194951859e+17,2016-05-06 06:46:05,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Friday,6
1873524,825379,4.541880194951859e+17,2016-05-06 19:46:09,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Friday,19
1873675,1304101,4.541880194951859e+17,2016-05-06 05:22:34,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Friday,5
1873826,166932,4.541880194951859e+17,2016-05-06 07:06:29,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Friday,7
1873977,2023867,4.541880194951859e+17,2016-05-01 13:10:58,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Sunday,13
1874128,383279,4.541880194951859e+17,2016-05-02 19:35:22,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Monday,19
1874279,1100706,4.541880194951859e+17,2016-05-04 20:42:43,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Wednesday,20
1874430,3072655,4.541880194951859e+17,2016-05-03 18:22:29,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Tuesday,18
1874581,790793,4.541880194951859e+17,2016-05-05 11:36:14,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Thursday,11
1874732,818972,4.541880194951859e+17,2016-05-05 14:37:37,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Thursday,14
1874883,573388,4.541880194951859e+17,2016-05-01 10:29:43,72.89165,18.974597,Mumbai,Maharashtra,M,33,M32-38,Meizu,PRO5,2016,5,May,Sunday,10
1875034,3049639,1.3678597508221996e+18,2016-05-03 00:00:46,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Tuesday,0
1875175,2072912,1.3678597508221996e+18,2016-05-07 05:21:53,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Saturday,5
1875316,1732442,1.3678597508221996e+18,2016-05-06 01:32:30,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Friday,1
1875457,800461,1.3678597508221996e+18,2016-05-02 20:01:49,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Monday,20
1875598,1379715,1.3678597508221996e+18,2016-05-03 06:03:54,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Tuesday,6
1875739,2965886,1.3678597508221996e+18,2016-05-01 07:02:28,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Sunday,7
1875880,2522384,1.3678597508221996e+18,2016-05-07 14:52:10,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Saturday,14
1876021,2883360,1.3678597508221996e+18,2016-05-07 15:24:12,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Saturday,15
1876162,3026327,1.3678597508221996e+18,2016-05-01 13:00:47,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Sunday,13
1876303,2395399,1.3678597508221996e+18,2016-05-05 11:10:48,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Thursday,11
1876444,921100,1.3678597508221996e+18,2016-05-07 07:02:45,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Saturday,7
1876585,993687,1.3678597508221996e+18,2016-05-03 18:48:53,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Tuesday,18
1876726,2082385,1.3678597508221996e+18,2016-05-06 13:01:46,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Friday,13
1876867,2644504,1.3678597508221996e+18,2016-05-07 08:03:11,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Saturday,8
1877008,890769,1.3678597508221996e+18,2016-05-01 01:17:49,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Sunday,1
1877149,2895444,1.3678597508221996e+18,2016-05-01 01:32:50,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Sunday,1
1877290,1979296,1.3678597508221996e+18,2016-05-05 21:02:02,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Thursday,21
1877431,2684448,1.3678597508221996e+18,2016-05-07 21:18:37,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Saturday,21
1877572,1767163,1.3678597508221996e+18,2016-05-02 08:20:28,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Monday,8
1877713,1736834,1.3678597508221996e+18,2016-05-01 06:11:01,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Sunday,6
1877854,685535,1.3678597508221996e+18,2016-05-02 18:02:08,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Monday,18
1877995,145140,1.3678597508221996e+18,2016-05-07 20:01:56,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Saturday,20
1878136,1220284,1.3678597508221996e+18,2016-05-05 07:32:45,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Thursday,7
1878277,1428691,1.3678597508221996e+18,2016-05-05 15:11:26,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Thursday,15
1878418,2869063,1.3678597508221996e+18,2016-05-01 02:00:49,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Sunday,2
1878559,1940165,1.3678597508221996e+18,2016-05-03 17:01:59,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Tuesday,17
1878700,1440260,1.3678597508221996e+18,2016-05-07 23:06:42,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Saturday,23
1878841,1259172,1.3678597508221996e+18,2016-05-06 17:52:19,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Friday,17
1878982,842531,1.3678597508221996e+18,2016-05-07 10:04:11,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Saturday,10
1879123,596541,1.3678597508221996e+18,2016-05-05 07:37:53,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Thursday,7
1879264,1893258,1.3678597508221996e+18,2016-05-02 11:51:06,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Monday,11
1879405,2385415,1.3678597508221996e+18,2016-05-01 04:32:48,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Sunday,4
1879546,111927,1.3678597508221996e+18,2016-05-02 19:06:09,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Monday,19
1879687,2613343,1.3678597508221996e+18,2016-05-01 12:52:37,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Sunday,12
1879828,3042077,1.3678597508221996e+18,2016-05-03 01:19:05,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Tuesday,1
1879969,724665,1.3678597508221996e+18,2016-05-06 06:05:35,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Friday,6
1880110,1411640,1.3678597508221996e+18,2016-05-06 21:00:51,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Friday,21
1880251,2552843,1.3678597508221996e+18,2016-05-07 11:03:44,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Saturday,11
1880392,2800536,1.3678597508221996e+18,2016-05-01 10:15:37,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Sunday,10
1880533,1695695,1.3678597508221996e+18,2016-05-06 19:06:45,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Friday,19
1880674,1685116,1.3678597508221996e+18,2016-05-07 13:01:47,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Saturday,13
1880815,942569,1.3678597508221996e+18,2016-05-01 00:00:41,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Sunday,0
1880956,1760945,1.3678597508221996e+18,2016-05-02 00:01:42,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Monday,0
1881097,2200495,1.3678597508221996e+18,2016-05-06 01:00:43,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Friday,1
1881238,2303262,1.3678597508221996e+18,2016-05-07 00:00:49,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Saturday,0
1881379,1070866,1.3678597508221996e+18,2016-05-03 18:48:42,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Tuesday,18
1881520,902501,1.3678597508221996e+18,2016-05-01 14:01:46,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Sunday,14
1881661,1624757,1.3678597508221996e+18,2016-05-01 23:33:40,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Sunday,23
1881802,28520,1.3678597508221996e+18,2016-05-05 23:01:24,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Thursday,23
1881943,255096,1.3678597508221996e+18,2016-05-03 15:27:38,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Tuesday,15
1882084,513347,1.3678597508221996e+18,2016-05-05 18:13:08,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Thursday,18
1882225,3092956,1.3678597508221996e+18,2016-05-06 09:06:44,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Friday,9
1882366,373334,1.3678597508221996e+18,2016-05-01 11:02:15,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Sunday,11
1882507,1168251,1.3678597508221996e+18,2016-05-06 04:02:06,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Friday,4
1882648,3044440,1.3678597508221996e+18,2016-05-02 06:12:10,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Monday,6
1882789,2648723,1.3678597508221996e+18,2016-05-06 10:03:43,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Friday,10
1882930,1407722,1.3678597508221996e+18,2016-05-06 02:10:02,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Friday,2
1883071,1136297,1.3678597508221996e+18,2016-05-03 06:08:32,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Tuesday,6
1883212,2809520,1.3678597508221996e+18,2016-05-05 17:12:53,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Thursday,17
1883353,1157270,1.3678597508221996e+18,2016-05-01 18:56:42,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Sunday,18
1883494,968300,1.3678597508221996e+18,2016-05-05 18:59:04,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Thursday,18
1883635,3073933,1.3678597508221996e+18,2016-05-02 19:00:35,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Monday,19
1883776,161572,1.3678597508221996e+18,2016-05-02 01:02:28,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Monday,1
1883917,1435769,1.3678597508221996e+18,2016-05-06 20:03:44,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Friday,20
1884058,2714966,1.3678597508221996e+18,2016-05-06 04:43:43,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Friday,4
1884199,642506,1.3678597508221996e+18,2016-05-03 19:02:02,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Tuesday,19
1884340,352981,1.3678597508221996e+18,2016-05-05 12:11:00,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Thursday,12
1884481,13801,1.3678597508221996e+18,2016-05-05 13:15:11,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Thursday,13
1884622,1507793,1.3678597508221996e+18,2016-05-07 06:02:57,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Saturday,6
1884763,1332871,1.3678597508221996e+18,2016-05-07 09:08:17,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Saturday,9
1884904,2462301,1.3678597508221996e+18,2016-05-05 20:05:46,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Thursday,20
1885045,2465895,1.3678597508221996e+18,2016-05-02 23:00:09,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Monday,23
1885186,852420,1.3678597508221996e+18,2016-05-07 16:03:06,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Saturday,16
1885327,3010288,1.3678597508221996e+18,2016-05-06 00:35:48,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Friday,0
1885468,390185,1.3678597508221996e+18,2016-05-05 22:00:44,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Thursday,22
1885609,1906715,1.3678597508221996e+18,2016-05-01 17:04:55,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Sunday,17
1885750,687053,1.3678597508221996e+18,2016-05-01 15:19:03,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Sunday,15
1885891,1812992,1.3678597508221996e+18,2016-05-01 22:08:51,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Sunday,22
1886032,978416,1.3678597508221996e+18,2016-05-07 04:10:48,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Saturday,4
1886173,1648203,1.3678597508221996e+18,2016-05-05 14:08:00,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Thursday,14
1886314,275757,1.3678597508221996e+18,2016-05-05 10:49:54,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Thursday,10
1886455,2482793,1.3678597508221996e+18,2016-05-05 16:12:42,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Thursday,16
1886596,1274867,1.3678597508221996e+18,2016-05-03 08:00:41,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Tuesday,8
1886737,557394,1.3678597508221996e+18,2016-05-03 18:57:54,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Tuesday,18
1886878,1303407,1.3678597508221996e+18,2016-05-07 03:00:00,75.921014,22.749997,Indore,MadhyaPradesh,M,26,M23-26,Coolpad,7295C,2016,5,May,Saturday,3
