,device_id,phone_brand,device_model
17380,-2005296343999020369,三星,Galaxy Note 4
17381,1279737527371274554,三星,Vibe Z2 Pro
17382,8193220970962137462,乐视,超级手机1
17383,-6952596449668242247,小米,红米Note2
17384,-4735248111845817967,三星,Galaxy S6
17385,-8640197045246600814,奇酷,青春版
17386,-7601860198761251861,三星,Galaxy Note 5
17387,-4237938337119977712,小米,红米note
17388,-1101516902405919704,魅族,MX5
17389,6073942491942795729,华为,荣耀6
17390,6433214141166282590,三星,Galaxy S6 Edge
17391,6485036345519968845,三星,Galaxy Note 3
17392,-4933641863077641786,酷派,大神Note3
17393,-5469488915204186167,OPPO,R5
17394,8206306106917569424,vivo,X5Pro
17395,8337993003575476104,魅族,MX2
17396,-9051179407199110911,小米,MI 2S
17397,1033588495747185138,小米,红米2
17398,-6980415887912419168,华为,荣耀畅玩4X
17399,-5914662996603624658,三星,Galaxy S5
17400,2547923464335297735,vivo,Xperia Z3
17401,-6643488856059395002,vivo,X5L
17402,3501470306085506711,OPPO,R830
17403,2816292511568839678,昂达,V919
17404,4488764383589369641,小米,红米Note2
17405,-7041319756196811007,三星,Galaxy Trend DUOS 2
17406,-6124985660787168676,魅族,魅蓝NOTE
17407,-851957793148315638,华为,荣耀畅玩4X
17408,-5199891066862722297,魅族,魅蓝Note 2
17409,-7700150739254735210,魅族,MX4
17410,-2693067650786404071,三星,Galaxy A7
17411,-3607702466113483364,小米,红米note
17412,3085997971909011370,vivo,X3T
17413,6276496135135991037,HTC,One
17414,7343178050913143137,魅族,魅蓝Note 2
17415,7863242165526440455,OPPO,R7 Plus
17416,-2946305460226468891,OPPO,R3
17417,-4225784705670776991,华为,荣耀畅玩4C
17418,3678643739552452262,华为,荣耀6
17419,-1734905340110629404,华为,Ascend P8
17420,5989366060480934292,OPPO,A31
17421,-4441830880846779296,华为,荣耀畅玩4C
17422,5215387180197580375,小米,MI 2S
17423,6577462434719166813,HTC,G11
17424,-6819783333532267337,华为,MT1-U06
17425,-8968148777288988178,HTC,M8
17426,2033650900273119060,魅族,魅蓝Note 2
17427,-9105519506827353932,三星,Galaxy Note 3
17428,802994172939183130,魅族,魅蓝Note 2
17429,-6305151156570003187,三星,A360t
17430,1914796158548020304,三星,A320t
17431,837153889847651998,小米,MI 3
17432,2371092548232926515,华为,荣耀7
17433,5248541883492852443,vivo,X5Max+
17434,1256208421768705791,HTC,One M8
17435,-3506560825725742455,vivo,Xplay
17436,4973126259286231882,乐视,超级手机1 Pro
17437,8784453271423427676,小米,红米Note2
17438,-5915225112588479036,小米,红米2A
17439,-7750896635535335225,华为,Mate 7
17440,-2058297558737956305,OPPO,R1C
17441,-6699422547779030654,联想 ,U817
17442,304314369324106532,华为,荣耀6
17443,6097138824814603187,HTC,One ME
17444,-7509127332023928061,LOGO,M2
17445,-395568074906398371,小米,红米2
17446,-1564714616853423268,三星,Galaxy Note 3
17447,6696940936379634653,三星,Galaxy Note 2
17448,2531792365460224255,OPPO,R831T
17449,-8551841736749653450,华为,荣耀畅玩4C
17450,9094330558554507528,三星,黄金斗士A8
17451,-1572578301550423891,vivo,Xperia Z3
17452,474044819217659317,小米,MI 2S
17453,-7157776231935510881,三星,A8-50
17454,5871411443873383626,vivo,X5Max+
17455,-7695628618091264632,OPPO,R821T
17456,-1749808555499007761,小米,红米Note2
17457,6050427999753122734,华为,G730-U00
17458,2027165684688173527,华为,Ascend P7
17459,-7362115824270136851,魅族,魅蓝Note 2
17460,3351806742068107835,vivo,Y913
17461,1538988270809917029,三星,A800
17462,5853993141313533756,小米,红米Note2
17463,7597781432019662677,OPPO,Find 5
17464,-8692096885955388191,三星,Galaxy S4
17465,2753139369923572164,小米,MI 2
17466,50144127857155345,中国移动,A1
17467,-795066168617073630,魅族,魅蓝Note 2
17468,-1272933086384942445,小米,红米
17469,-7433583367353064881,小米,MI 2S
17470,6724088030863636411,魅族,魅蓝Note 2
17471,4115973365012906207,联想 ,U960S
17472,928040807049483949,OPPO,R7
17473,-6906765070084588749,酷派,T1
17474,8179988562074087872,三星,Galaxy Mega 5.8
17475,1175409859743430940,华为,荣耀6 Plus
17476,-434251298995333593,三星,Galaxy Note 3
17477,5159589082918756932,华为,C8818
17478,-3331150453309616723,vivo,X5V
17479,-7486188513282089100,华为,荣耀6
17480,9042163297766200734,三星,Galaxy Y
17481,2812954375246668240,OPPO,R7 Plus
17482,-5984858776759897570,三星,A880
17483,-659324145722108979,小米,红米2
17484,5708013177161596530,华为,荣耀6
17485,3147519791321963128,小米,红米2
17486,-3755327857660060696,华为,P8 Lite
17487,7013235848797175952,华为,荣耀6
17488,-1220551639427631943,酷派,炫影S+
17489,-2503142221914392355,华为,C8816
17490,-8213994799606882591,小米,MI 1S
17491,724348724160631907,三星,Galaxy S3
17492,-4118418082338791025,小米,红米2
17493,8426493741571717342,OPPO,R7
17494,999208698621622641,华为,G610S
17495,-3533459353895630838,小米,小米note
17496,3862448815156123127,vivo,Y27
17497,-849016744254547212,小米,MI 3
17498,8878683097095120105,小米,红米note增强版
17499,1646397019255299444,三星,Galaxy Note 3
17500,-5738324567212019966,小米,MI 2S
17501,6184540089752655759,三星,Galaxy S6
17502,1930952743219206050,魅族,魅蓝Note 2
17503,-3141754102747379606,HTC,802w
17504,-4751445962877299812,三星,Galaxy Mega 5.8
17505,7093079949348046560,小米,红米
17506,4959706961367348351,小米,红米
17507,-559827801669334814,OPPO,R9
17508,-8354250679043442731,OPPO,R2010
17509,6994087024630479178,华为,荣耀畅玩4
17510,2038345639494282100,一加,Two
17511,8231808133513426422,魅族,魅蓝Note 2
17512,7983416608248616695,OPPO,R1C
17513,253855783451868066,小米,MI 2S
17514,-2394847939195599079,vivo,Y11IW
17515,4515401361693224795,三星,S7898
17516,-2663244589524261997,魅族,MX4 Pro
17517,4790579180809393831,三星,Galaxy S4
17518,1158912060209717494,OPPO,R7 Plus
17519,4481434578407705361,小米,红米1S
17520,1909786607777735274,OPPO,R7
17521,-9186684847106725612,魅族,MX4 Pro
17522,5613914435405072348,小米,红米note
17523,-4678568395484275196,酷派,锋尚Pro
17524,-1908092260095305397,华为,荣耀6 Plus
17525,6606359905703860891,OPPO,Find 7
17526,8988247126230386273,OPPO,R7 Plus
17527,2406656368728661451,vivo,Xperia Z1
17528,-2568977689350156894,三星,Galaxy S3
17529,-2065822981554834969,OPPO,R7
17530,-3570893981204120042,华为,荣耀7
17531,8252274479933314841,三星,Galaxy S3
17532,-4605721002916812756,魅族,魅蓝Note 2
17533,-4461908867601962036,语信,红辣椒
17534,-1738774071835303931,TCL,么么哒3N
17535,4869972389635637976,华为,荣耀7
17536,9167661189769572837,OPPO,Find 5
17537,8018173545218055634,魅族,魅蓝NOTE
17538,8190795216899395634,OPPO,R819T
17539,196542133890400200,酷派,大神F1Plus
17540,-4511195116569644085,小米,红米Note2
17541,5409957710992653693,酷派,大神F1
17542,923345853643775825,魅族,魅蓝NOTE
17543,7087884637855619685,华为,G7 Plus
17544,-1024726968325317803,魅族,MX5
17545,1271622673586146475,酷派,大观4
17546,8980652760622610943,小米,F303
17547,1802067545378648493,魅族,MX4
17548,-2028589348384395931,邦华,TL1000
17549,-6998090942895814378,华为,Ascend P6
17550,-8050110868772896587,华为,Ascend P7
17551,-3945250428868635296,LG,Optimus G Pro
17552,-4050966608645973121,华为,荣耀6 Plus
17553,2237921149420055154,vivo,Xperia Z1
17554,-3529302849164718406,三星,Galaxy S5
17555,783661405875883422,华为,荣耀畅玩4C
17556,-8107307427127356144,OPPO,A51
17557,3692613063133878195,华为,荣耀3C畅玩版
17558,8121524235612827637,小米,S7
17559,8495958445280756149,OPPO,U705T
17560,-601883305299256779,华为,Mate 7
17561,-5614131496762929887,小米,红米Note2
17562,-424530810202575412,魅族,MX2
17563,-332081714134335173,三星,Galaxy S6
17564,-1962067019177946616,三星,Galaxy Mega 6.3
17565,-4189611703507660629,小米,红米note
17566,-1968710108721859763,三星,A2580
17567,4642081153091563353,小米,红米Note2
17568,-3129971959821668235,三星,Galaxy Note 2
17569,5980062172072080508,OPPO,R1S
17570,1031604095239254172,三星,Galaxy Core Max
17571,-4761866090325810221,vivo,X5Max
17572,-4742505611676450186,小米,MI 4
17573,7355233176398596087,小米,MI 2S
17574,-7595345130903817091,小米,红米2A
17575,-3789640573237930085,华为,荣耀畅玩4X
17576,689451060112259462,OPPO,Ulike2
17577,4133932194575862451,华为,荣耀7
17578,6739024476731262782,OPPO,R831T
17579,9006267291796103052,三星,Galaxy Infinite
17580,7684002386651649382,三星,I8268
17581,3126696057546495889,华为,Mate 7
17582,6266619344318877446,华为,Ascend P6
17583,3060111094140386823,vivo,Xperia Z
17584,-974572056715260557,魅族,魅蓝NOTE
17585,-7951196223870309521,小米,MI 3
17586,-5351117960882439889,OPPO,R7 Plus
17587,-5813589908681082565,三星,Galaxy On5
17588,-3220095122154952461,三星,Galaxy S5
17589,-3334468769481113574,华为,Mate 7
17590,6732954991443080507,三星,Galaxy S3
17591,5216428999984268842,华为,荣耀6 Plus
17592,5536134125467829004,小米,红米1S
17593,8364012636075954735,HTC,Desire 816
17594,-9057088077107660246,三星,Galaxy Note 2
17595,4566064459669555596,青橙,N1-Y
17596,3643964146621654479,小杨树,MM1101
17597,-3795473707635043722,三星,A788t
17598,8541553197000453434,OPPO,Find 5
17599,-5564326682801071408,小米,MI 2S
17600,5629335513105103713,小米,小米4C
17601,5390138353348988633,中国移动,N1
17602,1905004368161019237,vivo,Xplay
17603,6282891429454860374,三星,黄金斗士Note8
17604,-8688875491097627349,小米,红米Note2
17605,-5158829376072343969,OPPO,R7
17606,4701135793682865271,三星,Galaxy Note 3
17607,-4811228406734340482,vivo,X5Pro
17608,-6510019587260006697,魅族,MX4 Pro
17609,4768349284167938137,中国移动,A1
17610,4321805845773554862,华为,荣耀畅玩4
17611,2399106589987177423,华为,Y220T
17612,-1532714743168405672,三星,Galaxy Note 2
17613,-8805098426539676207,小米,红米note
17614,-509888591374878017,魅族,魅蓝Note 2
17615,-1708234728611669875,华为,荣耀畅玩4C
17616,1468360098941880503,乐视,超级手机1 Pro
17617,2934354051212937430,酷派,ivvi 小i
17618,-4341597463075118283,华为,荣耀6
17619,-3792153867158148765,三星,A3800d
17620,8027254474522041215,小米,MI 4
17621,-4865928427923739744,魅族,魅蓝NOTE
17622,8305454828557341577,华为,G620-L75
17623,-4331967373310760303,欧博信,IVO 6688
17624,-359651273864401661,努比亚,Z7 Mini
17625,-1329994336203801328,华为,荣耀6
17626,-1191951413637256878,华为,荣耀3C
17627,-5746932130940372858,华为,Ascend G700T
17628,-5555698806472891063,OPPO,R820
17629,8860641348991402604,三星,Galaxy S4
17630,8411165336765859406,华为,Mate 7
17631,-3292644864914737336,小米,MI 2S
17632,4640535653865860425,三星,Galaxy Ace
17633,36898248647425298,小米,MI 3
17634,-1733649562022269722,三星,I8268
17635,-5219191319151501377,小米,MI 2S
17636,-3432726010690412110,华为,Ascend G7
17637,-1628828169695914555,中国移动,M812C
17638,-1959338666238320656,小米,MI 2
17639,-6901863698669081938,小米,红米note增强版
17640,8651352257339925478,小米,MI 2S
17641,-3488528707554498918,华为,Mate 7
17642,4771364721221247158,vivo,Y33
17643,2262984536938839455,魅族,魅蓝Note 2
17644,7354220928114388864,华为,麦芒4
17645,5470088271377811244,三星,Galaxy Tab 3 8.0
17646,-6476136396324795193,三星,Galaxy A8
17647,5438046793992753914,小米,MI 4
17648,113329417022324305,酷派,5951
17649,2154044300502066502,vivo,X3L
17650,-3178849529465149058,vivo,X5Pro
17651,8394381895329928084,小米,MI 2
17652,-7425623315988060455,华为,Ascend P8
17653,-8765522053780048018,小米,红米2A
17654,-5297109530264056439,三星,Galaxy S3
17655,5971086595000173750,vivo,X5M
17656,3413372034429242648,华为,荣耀3C
17657,-4119191226942918478,vivo,X5L
17658,-154046873120886887,小米,红米Note2
17659,-8814023954487296539,三星,Galaxy Note 2
17660,6936045697887214990,小米,红米note
17661,-7568909915648337127,小米,MI 3
17662,6045271668549905146,小米,MI 2S
17663,-7226261769823475822,小米,红米Note2
17664,-1307484313037413443,华为,Y610-U00
17665,-877142518390276594,小米,MI 4
17666,-7110257943051463843,魅族,MX2
17667,8886686240977307914,OPPO,R7
17668,-6945787210320090280,vivo,X5Max+
17669,-2550080532131386443,HTC,M8St
17670,8679287158362909808,酷派,Y80D
17671,4364599824317031660,三星,A8-50
17672,9119688050671452067,酷派,8720L
17673,7228928375240384626,酷派,5891
17674,1787706250381566079,三星,Galaxy Trend DUOS 2
17675,-4668346570301075873,小米,红米2
17676,5428821766650838683,小米,红米2
17677,-5835572964867763870,三星,Galaxy Grand 2
17678,-1323353673451839890,vivo,X5M
17679,2115226067894901594,魅族,魅蓝NOTE
17680,-3831204301293358166,华为,P8 Lite
17681,-8765329793245217489,酷派,9190l
17682,-4555452203851131217,OPPO,R8205
17683,-1619755790479493691,小米,红米2A
17684,-1838781758998366595,小米,MI 4
17685,3842227749690398750,华为,Ascend P8
17686,9043366239932666086,三星,A360t
17687,3172382863188913246,华为,Ascend P8
17688,5751952972306682825,联想 ,G718C
17689,-7356791296642818797,华为,荣耀畅玩4
17690,-8934667133719676842,华为,Mate 7
17691,3413429258283458189,小米,MI 3
17692,-4467230984759833457,华为,Mate 8
17693,-9038484193497394975,华为,荣耀畅玩4C
17694,-1586998462154746650,华为,荣耀畅玩4C
17695,5294376956492263516,OPPO,R7
17696,-7973083335035896651,华为,Mate 7
17697,-5886391052713233395,小米,MI 2
17698,3043330681723889002,三星,Galaxy S6
17699,7546628750194046141,vivo,Y29L
17700,-6111562459594995007,小米,红米
17701,8169487719892243137,vivo,Xperia T
17702,3426653937901803653,小米,红米Note2
17703,3050125121641118146,华为,荣耀6
17704,770848713100602110,魅族,魅蓝Note 2
17705,219642933150581669,小米,MI 2A
17706,-6479638775407388505,华为,荣耀3C
17707,-4593778248051748052,OPPO,R6007
17708,-3498177890603010570,乐视,超级手机Max
17709,-4379060956774214872,小米,note顶配版
17710,695053603942646125,华为,G7 Plus
17711,-5276508353522536961,OPPO,R7
17712,604601419601042567,三星,Galaxy Note 4
17713,-7191412134742008430,酷派,7296
17714,-8415130508563035031,努比亚,Z9 mini
17715,4440965891522662609,华为,荣耀3C
17716,-7364903052974784058,小米,红米Note2
17717,4280209585108908675,vivo,X5V
17718,6771807105929916883,华为,荣耀畅玩4
17719,-8202893605501281170,OPPO,R7
17720,8335011246796499432,华为,荣耀6 plus
17721,-5998937170771079797,三星,Galaxy S4
17722,-4045120770477784274,魅族,MX3
17723,-5729394417354262401,小米,红米Note2
17724,-771870000357347706,OPPO,Find 5
17725,-5756149523950502351,小米,红米1S
17726,5096657683218100453,三星,Galaxy A7
17727,-6420007343133933337,华为,Ascend P7
17728,7342854825302619593,小米,MI 3
17729,-2335750445820427989,酷派,大神F1
17730,-8891316860822587526,vivo,Y27
17731,-6468297076396165606,小米,MI 4
17732,-3589694972339365850,三星,Galaxy Note 3
17733,7032671107346217451,酷派,大神F1
17734,-9029538497254301857,三星,A360t
17735,572874306585919597,三星,Galaxy A7
17736,-6720555555890762531,小米,红米2
17737,4570437697312723437,华为,荣耀3C
17738,5490242869618199551,小米,MI 3
17739,-8823564147392241598,华为,荣耀3C
17740,-9059920644235480092,vivo,Xplay
17741,3843084587156128654,三星,Galaxy S6 Edge+
17742,4357327989815122096,小米,小米4C
17743,8156469800033678571,乐视,超级手机1 Pro
17744,2289311842999845672,小米,红米note
17745,-6975729420692048003,华为,P8 Lite
17746,-203272667145447491,三星,Galaxy Note 2
17747,-7022862723619252068,魅族,MX4
17748,-5663541923573056210,小米,MI 3
17749,-5713765901959373788,华为,荣耀畅玩4X
17750,-6514285191141359690,三星,Galaxy Grand Prime
17751,-1366161522302414457,HTC,One M8
17752,-6411622257758289246,华为,荣耀6
17753,-8735100896304521944,OPPO,R7
17754,5036282764976647000,小米,红米2
17755,-6850335298524575529,小米,红米2
17756,8412952159110519565,魅族,魅蓝2
17757,-7243164350999736341,小米,红米2
17758,-2239285837602809001,OPPO,R8205
17759,-8317364309166287338,小米,MI 4
17760,-2500301358614589151,vivo,X5V
17761,3170105358041702088,华为,荣耀7i
17762,-787652678411676783,小米,红米note
17763,-5619045738334550795,三星,Galaxy Mega 5.8
17764,3640557006227511213,OPPO,R7
17765,-6481100609985356375,优米,R1
17766,-3555436734838334307,酷派,5216D
17767,7557761783807469746,小米,MI 2S
17768,5505682600504682000,酷派,8730L
17769,8540020663298557034,华为,荣耀畅玩4
17770,4561183983846096871,华为,荣耀畅玩4X
17771,6153301122263709234,小米,红米note
17772,7244893894338755661,华为,荣耀畅玩4X
17773,-1591393139282196478,小米,ELIFE S5.5
17774,-2407220776645356540,vivo,Xplay
17775,8614548572474042368,OPPO,R2017
17776,-7493825418224629816,三星,A320t
17777,6964745512372550580,华为,荣耀6
17778,-2885536211971009785,小米,小米note
17779,2333918732482739905,小米,note顶配版
17780,7726218353029793319,小米,红米2A
17781,-2541853963328779074,三星,Galaxy Note 2
17782,1192250704512749002,OPPO,R1C
17783,-578657399848076340,华为,A199
17784,-4803185303956479947,华为,荣耀畅玩4X
17785,-3245013472252417606,vivo,Y23L
17786,9078282559555457773,小米,ELIFE S5.5
17787,7971517139161824376,三星,Galaxy Note 3
17788,-7443632680011158649,华为,Mate 7
17789,-2785047893098693898,三星,Galaxy S4
17790,8529049569507109094,小米,MI pad
17791,1255425251481350284,OPPO,A31
17792,-424534634550713517,小米,MI 2
17793,4886117578493345822,小米,红米
17794,5592895407108366839,小米,F103
17795,3604227256280420578,OPPO,R821T
17796,-6962265472736622822,魅族,魅蓝NOTE
17797,1637544686258357928,小米,红米2A
17798,-6174057808207120542,小米,小米note
17799,9070249049906917751,小米,红米Note2
17800,-680679219811230419,小米,红米1S
17801,3104839847978860967,魅族,MX5
17802,2895213415101902744,vivo,S7
17803,-6589453603341671166,华为,Y635-TL00
17804,6897612701542575515,小米,MI 2S
17805,-1084814456946673655,小米,红米2A
17806,-1439067944533371884,小米,红米note
17807,6217160955388997302,vivo,X3T
17808,8077091254575121691,小米,MI 2S
17809,8246001591021385754,魅族,魅蓝NOTE
17810,3427775350746447354,小米,红米Note2
17811,-4968824142785510520,三星,Galaxy S6 Edge
17812,8163899146031106509,魅族,MX5
17813,3335849188717310879,小米,GN700T
17814,5981792012754638471,魅族,魅蓝
17815,-1442960676787274152,酷派,8720L
17816,7330249947276425250,华为,G510
17817,-54990150609550217,三星,Galaxy A5
17818,5596795699507440667,vivo,Y927
17819,-4732550760639132733,OPPO,R1S
17820,-7634352639584590737,小米,红米2
17821,-7937155800843362422,三星,联想黄金斗士S8
17822,5364022014234567591,魅族,MX5
17823,-5511509372368690015,三星,S5830I
17824,-7919683327767166137,vivo,Xperia U
17825,-4422814970493465565,酷派,大神Note3
17826,1112703298978672517,小米,红米note
17827,-1778753919305908442,小米,MI 3
17828,-290951513253282429,魅族,MX4
17829,4741821230127685616,华为,荣耀6
17830,-8009788798016019009,三星,Galaxy S4
17831,8206019597587140419,小米,小米4C
17832,8106279234301141118,中国移动,N1
17833,2135641468120303924,三星,Galaxy Grand 2
17834,3160702991395163410,华为,荣耀7
17835,-2812507786394223295,vivo,Y3T
17836,-4914954375607714814,三星,A628t
17837,6251673719290640278,魅族,魅蓝2
17838,-2892341894909693576,小米,红米note
17839,7905790124204460507,三星,Galaxy S4
17840,-3472421148650152313,小米,MI 2S
17841,-9016203189439526332,华为,B199
17842,5930585617341970360,vivo,S7I
17843,-8358703198824267984,vivo,X5SL
17844,7888731058644171639,华为,Ascend P8
17845,6645847625539947699,华为,G521
17846,-1734728844444062113,三星,s820e
17847,-3365940563489093371,小米,红米Note2
17848,9051269788104560059,小米,MI 4
17849,-1100789682011549520,华为,荣耀6 Plus
17850,-8841921649552580029,华为,荣耀6 Plus
17851,-7410516527666535620,HTC,Desire 820
17852,-5432413304245340654,小米,小米4C
17853,3382858867774285751,小米,MI 2C
17854,500707268985662348,三星,Galaxy Note 2
17855,5978488513658516558,小米,MI One Plus
17856,470504367752595121,三星,Galaxy Core Prime
17857,2286304803496321677,三星,Galaxy A7
17858,1660029714373051571,华为,荣耀7
17859,6651109231231447384,小米,MI 1S
17860,-3101169503069422501,华为,B199
17861,1154435742310481152,华为,荣耀6 Plus
17862,3637350962093485384,OPPO,A31
17863,-6660941613326191188,语信,红辣椒
17864,-4116353010658510903,酷派,7236
17865,682614382692443840,TCL,么么哒
17866,3662495679554449121,华为,荣耀畅玩4C
17867,-9156732925223170461,vivo,Y13L
17868,-2690429816545473838,华为,P8 Lite
17869,-827972642824615474,酷派,8195
17870,-4687701953741395386,语信,小辣椒 4
17871,4208943746152813603,乐视,超级手机1 Pro
17872,-7735444697392575879,华为,Ascend P7
17873,5632569279814453426,华为,荣耀畅玩5
17874,839340937466452768,梦米,P6
17875,7934893026764084496,华硕,飞马
17876,1111316685523543530,vivo,Y13T
17877,5566626984069838482,华为,Mate 7
17878,-1215162278974310248,华为,Ascend P6
17879,-6419731962807450489,魅族,魅蓝2
17880,3636518763278811480,OPPO,1105
17881,-2258313466145425778,三星,Galaxy S5
17882,-3549474128972843680,酷派,F2
17883,8019993878803564361,小米,小米4C
17884,7450255478604678057,小米,红米2A
17885,9090487987829556735,小米,红米
17886,5549934581571066018,海信,T820
17887,8814338780604265385,三星,Galaxy Note 3
17888,-2156185417049408066,华为,Ascend P6
17889,-5475891909836759688,小米,F103
17890,1099774410887417235,vivo,X5M
17891,-4274579148667302161,小米,小米4C
17892,2711988495514101870,HTC,One E9
17893,-2734796907861706319,乐视,超级手机1
17894,-817155282233867059,小米,MI 4
17895,-4282736452060966928,vivo,Xperia S
17896,2188195615588014796,华为,荣耀3C
17897,-3894111731255287928,小米,MI pad
17898,7707135881310297903,小米,S5.1Pro
17899,2961840306121262235,OPPO,R5
17900,-9114892721978755271,vivo,X3V
17901,-7759874880858736690,小米,V183
17902,-7381718534959578533,三星,Galaxy S5
17903,860178399590946825,小米,E5
17904,-2946512719695365179,华为,Ascend P8
17905,3747084425534038705,三星,Galaxy Mega 6.3
17906,9167906545660860188,vivo,Y17T
17907,5975229337425450652,vivo,Y18L
17908,-5702584739522553008,小米,MI pad
17909,-6139102544645846389,三星,Galaxy A7
17910,7208727564378720224,乐视,超级手机1
17911,8040454667610288518,三星,Galaxy A7
17912,-2982879944776965591,小米,红米1S
17913,6638718980711715727,小米,红米2
17914,8561507156224653336,OPPO,R1C
17915,-6290176928207441963,三星,Galaxy S3
17916,-119819784756085806,魅族,MX5
17917,4298627332828127161,联想 ,Blade S6
17918,-63385397668146612,酷派,7296
17919,9131121469436299146,魅族,魅蓝NOTE
17920,7163611158575313858,三星,Galaxy S6 Edge
17921,8342801385505786638,HTC,X920e
17922,-1268131465928233803,华为,荣耀6 Plus
17923,-6910651408072148429,HTC,T329t
17924,2640265941748108050,华为,麦芒4
17925,-1418792188551084465,OPPO,A31
17926,8359030754765899206,魅族,魅蓝2
17927,2540009498749154319,vivo,Y23L
17928,5594097558321786248,小米,红米Note2
17929,636427028444383098,OPPO,R827T
17930,2237396294297702568,vivo,Y20T
17931,8267848618042792407,小米,MI 4
17932,6468498217681823666,华为,荣耀6 Plus
17933,6249783004438689182,梦米,P6
17934,-2065716612577806163,魅族,PRO5
17935,6799347501335852364,小米,小米note
17936,-130229705740945679,魅族,M032
17937,-924636969944327740,vivo,Y23L
17938,-8343127907290813770,小米,MI 2S
17939,2989757377043949233,魅族,MX4 Pro
17940,2894628963032491731,魅族,MX5
17941,1689393119067590011,华为,荣耀7
17942,4567546683688274324,小米,红米2
17943,-1620808350526376540,OPPO,R7 Plus
17944,-966346566990492856,三星,Galaxy Note 2
17945,-1580843934578400838,vivo,Y923
17946,706659152373228672,OPPO,R2010
17947,-6236557129737866496,华为,Ascend P7
17948,-6947090473341624723,OPPO,Find 7
17949,-1854396199869683337,华为,Mate 7
17950,6761126820111658892,乐视,超级手机1
17951,-6469448607022233912,魅族,魅蓝Note 2
17952,1651397383793408566,vivo,X5Pro
17953,3251295360741621026,小米,小米4C
17954,620615304016028802,vivo,Y37
17955,8916804247954026351,华为,荣耀6 Plus
17956,5512239790998881230,小米,MI 2S
17957,9041677625852648769,华为,荣耀7
17958,-1411493916473143877,魅族,MX4
17959,-3484476252137114417,魅族,MX5
17960,7057358085195819262,小米,S7
17961,-3717329892434831841,三星,Galaxy S2
17962,7798615969696341447,三星,G3818
17963,5474322036865158279,小米,MI 2A
17964,-3440846057076824087,小米,红米2A
17965,-2728838614465047682,vivo,Y23L
17966,-3041309915190022671,三星,Galaxy Ace 2
17967,6485366547921310824,魅族,魅蓝NOTE
17968,-8614421498211808435,酷派,锋尚Pro
17969,-7710992680900432219,ZUK,Z1
17970,8254016254743354889,ZUK,Z1
17971,862913518490633567,三星,Galaxy Style DUOS
17972,3306360654324126757,华为,C8816
17973,-7924919342538297254,魅族,MX4
17974,3308527956609929530,小米,红米note
17975,-5736872069906983723,美图,2
17976,8716388920442826358,三星,Galaxy Note 3
17977,1618165088082537159,联想 ,Q505T
17978,6477840506181412084,vivo,X5V
17979,-6705913082259510088,三星,Galaxy Grand Prime
17980,-2500708989251186580,vivo,Y27
17981,-1949837290638860426,小米,红米Note2
17982,8201564342478784289,三星,Galaxy Note 3
17983,-2148713585797468577,魅族,魅蓝NOTE
17984,-5445297108896597506,华为,Mate S
17985,3438160819816311710,小米,GN9002
17986,6405592187612229319,三星,Galaxy S5
17987,-2657438626894271024,努比亚,Z9 mini
17988,7384746752245585206,vivo,Xplay
17989,-8297467375165356813,小米,小米note
17990,2905362259416474453,OPPO,A31
17991,3427218681087457008,华为,Y511-T00
17992,-7549877401314998411,华为,荣耀畅玩5
17993,1443583068743750304,魅族,MX3
17994,469998145195773439,OPPO,R7s
17995,-6618673355260040454,vivo,Xplay3S
17996,-3439435673836613522,OPPO,R827T
17997,-4843223828232234119,华为,麦芒4
17998,-1703688979479660606,华为,荣耀7i
17999,-1462996635982372312,华为,荣耀6
18000,-4662556354014734573,三星,Galaxy Note 3
18001,-8235833582636198668,努比亚,Z5S Mini
18002,-4392579922728730866,vivo,Xperia Z3+ Dual
18003,7594215820567965078,魅族,魅蓝NOTE
18004,-372471897503171806,小米,红米2
18005,-4975746046700648596,华为,G750-T20
18006,-8107732852241859737,三星,Galaxy Note 3
18007,-7209052652078446342,小米,MI 2S
18008,-5103180278391649918,小米,F103
18009,-1332348745871035092,三星,A880
18010,-1586977899967947496,vivo,X5M
18011,-8425803290173875349,vivo,Y27
18012,2117478578312969318,三星,Galaxy Note 3
18013,9123553757434096995,OPPO,R7
18014,4009277454911463271,酷派,S6
18015,-4042003612077960967,酷派,5891
18016,4052716219356516998,小米,MI 4
18017,-8569436796941973472,小米,红米Note2
18018,-219566543073577181,酷派,F2
18019,-2834709752193905854,小米,红米2A
18020,-500910084083729462,华为,Ascend P8
18021,-4661110317294788178,vivo,Y27
18022,6139191850225940572,努比亚,Z9 Max
18023,-5570069635564982664,小米,红米Note2
18024,-5027105418861253493,OPPO,R7 Plus
18025,350172244751013616,华为,荣耀畅玩4X
18026,-3074968739349986912,三星,Galaxy S3
18027,-7750884207853054693,酷比,M1
18028,-6983854602006184017,小米,红米note
18029,2924672840666754168,三星,A678t
18030,-120167587388714554,魅族,MX4
18031,-4220267852599473240,三星,Galaxy Note 2
18032,-2249620261659740121,华为,Ascend P6
18033,-7490571551743817699,小米,红米Note2
18034,8273285527857597784,小米,小米note
18035,-1737856144834360198,聆韵,小苹果
18036,821550655061222808,魅族,MX3
18037,4650442011948206204,华为,P8 Lite
18038,5273844604325941481,三星,Galaxy S3
18039,9061435821474308060,三星,Galaxy Note 2
18040,4758281315206763063,天语,L820
18041,-3121045735413059,vivo,Y23L
