,device_id,gender,age,group
17837,2429220168849900031,F,39,F33-42
17838,-7732345771581499612,F,27,F27-28
17839,-3374913498840351139,F,33,F33-42
17840,8296518229499546881,F,35,F33-42
17841,-9025893097067971431,F,35,F33-42
17842,8943080801131540395,M,21,M22-
17843,-4031236506392753635,M,41,M39+
17844,7980232513105536120,M,24,M23-26
17845,-6159765396158222083,M,19,M22-
17846,6315552337537341258,M,31,M29-31
17847,1594452494539451086,M,20,M22-
17848,-4338918737722119673,M,27,M27-28
17849,-4519218724525118027,M,24,M23-26
17850,2534637512547264255,F,36,F33-42
17851,3572501136247819551,M,29,M29-31
17852,-4042345176328021381,M,32,M32-38
17853,8563822630752366129,F,36,F33-42
17854,-8560539777648221380,M,23,M23-26
17855,1745836102940944713,M,24,M23-26
17856,324744786250046839,M,48,M39+
17857,2733275475950626960,M,41,M39+
17858,1304548050486526702,M,24,M23-26
17859,-7990529955200208881,M,24,M23-26
17860,-951872135378083199,F,29,F29-32
17861,2032093734287213311,F,26,F24-26
17862,-1754086027093782792,F,38,F33-42
17863,-4500724277480111178,M,24,M23-26
17864,3029467163304217382,M,48,M39+
17865,1286356032526095196,M,27,M27-28
17866,-5968076613975365389,F,66,F43+
17867,-2240058607355333451,F,42,F33-42
17868,-6033119694615060836,F,42,F33-42
17869,-6118718796556169778,F,42,F33-42
17870,3836981922725941190,M,22,M22-
17871,-7148125705015003924,M,35,M32-38
17872,4336215668769177444,M,35,M32-38
17873,-679589568116586287,F,25,F24-26
17874,-819685350843656935,M,27,M27-28
17875,-8748137292049786640,M,27,M27-28
17876,-4671380017477093802,F,31,F29-32
17877,-6277306293732085196,M,32,M32-38
17878,-1522810554507468605,M,25,M23-26
17879,5300750428498318188,F,19,F23-
17880,2296029625495662988,F,60,F43+
17881,3706005654419113933,M,51,M39+
17882,-4710775722217668270,M,29,M29-31
17883,-3303294371089934671,F,28,F27-28
17884,-811942580186262090,M,43,M39+
17885,-6109921486904100540,M,34,M32-38
17886,7153698030340327756,F,36,F33-42
17887,2171020443986829929,F,36,F33-42
17888,-7817664475058729011,M,29,M29-31
17889,921925958516487161,M,32,M32-38
17890,4129460574740060523,M,35,M32-38
17891,-9158402583451458911,M,23,M23-26
17892,-9039716766527236143,F,47,F43+
17893,-8957130211871661109,M,30,M29-31
17894,6011578606056342158,F,47,F43+
17895,5085339057508981265,M,35,M32-38
17896,1664538409437466152,M,46,M39+
17897,4427245165156697137,F,44,F43+
17898,-1492328062637585490,M,45,M39+
17899,-4623653386713244688,M,37,M32-38
17900,-325459242545662994,M,47,M39+
17901,-2912318004106614068,M,47,M39+
17902,-5140746189592726766,F,51,F43+
17903,7281934296542713719,M,37,M32-38
17904,3099168546198768813,M,37,M32-38
17905,6073320617418080821,M,44,M39+
17906,3271742469749428687,F,35,F33-42
17907,2416254521512255392,F,46,F43+
17908,8302817964517063056,M,29,M29-31
17909,2982415897228939754,M,32,M32-38
17910,-361010445026993909,M,30,M29-31
17911,2939380108990901571,M,38,M32-38
17912,-5259408283157258388,F,29,F29-32
17913,6240392891350216967,M,28,M27-28
17914,-6621780904278869986,M,23,M23-26
17915,5808246743806890454,M,26,M23-26
17916,-2903778296128614698,M,29,M29-31
17917,-4181409079159948567,M,26,M23-26
17918,1555458195478697702,F,26,F24-26
17919,8230140327302892625,M,29,M29-31
17920,3197354024705055920,F,23,F23-
17921,9210091097295258426,M,40,M39+
17922,-6947155205669614662,M,33,M32-38
17923,-5004075107340415356,M,34,M32-38
17924,8547917540834174355,F,26,F24-26
17925,7680601080815390037,F,26,F24-26
17926,-6390728369289352668,M,51,M39+
17927,-5846316483372325421,M,64,M39+
17928,8370101481848057043,M,43,M39+
17929,1545842795519010824,M,40,M39+
17930,-5101039140046186412,M,28,M27-28
17931,3918597395967236665,M,38,M32-38
17932,-8509712540964472045,M,28,M27-28
17933,-6252025699069243172,M,28,M27-28
17934,203507721418630235,M,25,M23-26
17935,6844740795666077197,F,50,F43+
17936,9136083373076665860,M,25,M23-26
17937,1859351402465229709,M,30,M29-31
17938,-4306352293723243880,M,25,M23-26
17939,6481629912955578513,M,25,M23-26
17940,-4949649829297658583,F,30,F29-32
17941,-5341031809348191639,M,32,M32-38
17942,-5546470615168545445,M,47,M39+
17943,7935734414332303688,M,29,M29-31
17944,706722308986212770,M,29,M29-31
17945,-9120858389141409811,M,18,M22-
17946,-415996611436904407,M,40,M39+
17947,-7738507057694704730,F,28,F27-28
17948,-3059659528384974489,F,18,F23-
17949,6568950800642662174,M,19,M22-
17950,7168768341937988145,M,48,M39+
17951,-4891174602919759254,F,40,F33-42
17952,-5749451901646431095,F,40,F33-42
17953,8467175037195809008,M,22,M22-
17954,2039606503655675319,M,37,M32-38
17955,-4198585308778054407,F,28,F27-28
17956,2974365878039112600,M,26,M23-26
17957,8910829936888111732,M,53,M39+
17958,934220045815081605,M,37,M32-38
17959,1414182133860879412,F,50,F43+
17960,-5803531821244700896,F,50,F43+
17961,1948767057521470358,M,57,M39+
17962,4657697113512107583,M,38,M32-38
17963,8272162215118098931,M,43,M39+
17964,-4618160502671930008,F,36,F33-42
17965,-2909172963967480205,F,31,F29-32
17966,4078942903873219923,M,17,M22-
17967,-5137141868566162590,M,46,M39+
17968,8439915880919306607,M,30,M29-31
17969,-2399327592534176376,M,30,M29-31
17970,-1395693293214337187,M,21,M22-
17971,8238514124134349721,M,21,M22-
17972,5305820066990240772,M,51,M39+
17973,1628360046419655473,M,17,M22-
17974,8530573376688466520,F,29,F29-32
17975,4458283228339185645,M,24,M23-26
17976,3747677564193030759,M,19,M22-
17977,-5295957315704959872,F,33,F33-42
17978,-4723092014063544041,F,25,F24-26
17979,5214361023207761272,F,25,F24-26
17980,7595914372984889709,F,25,F24-26
17981,-1810055387642690879,F,20,F23-
17982,8679778960924350774,F,43,F43+
17983,-133973457107035444,F,45,F43+
17984,4255668799612334569,F,38,F33-42
17985,-4235662221504773445,M,41,M39+
17986,4256015925901778435,M,33,M32-38
17987,-5053479597684897392,M,21,M22-
17988,-3503054081036561367,M,48,M39+
17989,-5403445646019900817,F,38,F33-42
17990,7088119471278742707,F,38,F33-42
17991,-106991575407047583,F,36,F33-42
17992,-7005406948726895791,M,45,M39+
17993,6056545516086941943,M,29,M29-31
17994,3854282863862911500,F,30,F29-32
17995,3575805582212067318,M,29,M29-31
17996,-4255934978668536589,M,40,M39+
17997,498945111419376784,M,40,M39+
17998,-3629206772488029374,M,28,M27-28
17999,-1804676124509594422,F,30,F29-32
18000,-8275239824093736814,M,27,M27-28
18001,7505151033078206309,M,23,M23-26
18002,-2311937129886437013,F,29,F29-32
18003,-140779821606701512,M,22,M22-
18004,3431033432837000912,M,26,M23-26
18005,4808428030056092444,M,25,M23-26
18006,6267364035813202842,M,27,M27-28
18007,-8396524722207446890,F,31,F29-32
18008,-7277060052502882601,F,40,F33-42
18009,-2181809512258715290,M,28,M27-28
18010,7435003286985776238,M,28,M27-28
18011,-8530464984269459958,M,46,M39+
18012,277743602017049158,M,46,M39+
18013,5684972364049755211,M,46,M39+
18014,-5045689196581631686,M,44,M39+
18015,1432744505911944114,F,21,F23-
18016,-475880739146241062,M,30,M29-31
18017,-567217566896647598,M,27,M27-28
18018,1518260687366450943,M,27,M27-28
18019,5732380530707505992,M,33,M32-38
18020,-7440761392241930483,F,26,F24-26
18021,6486281884480325853,M,31,M29-31
18022,-4903722927121566023,M,31,M29-31
18023,2948794992365837674,M,31,M29-31
18024,4649722754984533790,F,28,F27-28
18025,3376823846064148595,F,37,F33-42
18026,8351494009522600635,M,28,M27-28
18027,-4965672707132993200,M,29,M29-31
18028,-4365898177786982063,M,31,M29-31
18029,8958321693454747774,F,19,F23-
18030,1348503038781887028,F,38,F33-42
18031,-3510830639455912491,F,33,F33-42
18032,-5385095884474144307,F,22,F23-
18033,2616718570842606905,M,37,M32-38
18034,-7791248244602062222,M,33,M32-38
18035,4482933058940911151,M,34,M32-38
18036,-4991491943310213068,M,31,M29-31
18037,-1745297836235919578,M,27,M27-28
18038,-7574643663393638858,F,40,F33-42
18039,-9003480133843186955,M,23,M23-26
18040,4829043476172013695,F,53,F43+
18041,6834427302190777651,M,22,M22-
18042,9054868809751568645,M,51,M39+
18043,-3924435210827771296,M,42,M39+
18044,-6868504366482437377,M,42,M39+
18045,6160857978995571536,F,31,F29-32
18046,5788581031493880558,F,24,F24-26
18047,2228812553252990519,F,24,F24-26
18048,-7401961610501670541,F,24,F24-26
18049,-1622394713736872742,M,29,M29-31
18050,-8796002856995792508,F,34,F33-42
18051,-3339486290854667965,M,27,M27-28
18052,4737320490244896056,M,30,M29-31
18053,-1567782306905847377,M,28,M27-28
18054,-3367600474836052563,M,42,M39+
18055,-488590935748319271,M,40,M39+
18056,-606592948831538973,M,40,M39+
18057,2136962451075491612,M,45,M39+
18058,8906380173486098114,M,41,M39+
18059,-6550235263773354456,M,44,M39+
18060,-7591511241211994146,M,44,M39+
18061,-4612751957118843932,M,39,M39+
18062,-7484044597913247235,M,32,M32-38
18063,390092728559664993,F,23,F23-
18064,-5497669611490918320,M,31,M29-31
18065,5472615963365476428,M,31,M29-31
18066,-1607350243400221779,M,44,M39+
18067,6532474535753455866,F,25,F24-26
18068,1751307709481887801,M,38,M32-38
18069,5518936526162327543,M,23,M23-26
18070,1839242066138527758,M,46,M39+
18071,6600240260983180434,F,44,F43+
18072,2272220259297368718,M,29,M29-31
18073,-4553666614995940076,F,24,F24-26
18074,-5458696894497042028,M,27,M27-28
18075,4975362770131998490,M,50,M39+
18076,9119059662542206106,M,33,M32-38
18077,405062854660929802,M,51,M39+
18078,8892202867841929624,F,23,F23-
18079,323825044499046683,F,23,F23-
18080,4028960189736967673,M,29,M29-31
18081,-37112254989791837,M,24,M23-26
18082,192685682720371772,M,20,M22-
18083,-3458451883292730142,M,20,M22-
18084,-6941898140222522550,F,25,F24-26
18085,-8384687362876977684,F,25,F24-26
18086,7216114529618634727,M,25,M23-26
18087,-7968290042219295860,M,32,M32-38
18088,-2775073794855972947,M,32,M32-38
18089,-8986890143942536137,F,35,F33-42
18090,-629700002862014835,F,22,F23-
18091,2139292283385804452,F,20,F23-
18092,-4182285642902432720,M,24,M23-26
18093,3698760482735560766,M,27,M27-28
18094,-2571888358076179658,M,23,M23-26
18095,-8803174399689555388,M,26,M23-26
18096,9176399441009293499,M,21,M22-
18097,-6540409845184399186,M,29,M29-31
18098,-8492823750014898919,M,21,M22-
18099,-4077444398591805572,M,37,M32-38
18100,6555788368811680286,M,21,M22-
18101,6229190287243977847,M,31,M29-31
18102,-5643733953710845744,M,25,M23-26
18103,8613469012854924323,F,57,F43+
18104,-4315365093984202461,F,35,F33-42
18105,-5541174540162696465,F,35,F33-42
18106,-1435912543281505729,F,27,F27-28
18107,8263653087881394449,M,21,M22-
18108,1630085157268715996,F,34,F33-42
18109,-3736561395467112075,M,34,M32-38
18110,9161550688862167721,M,34,M32-38
18111,-446084649803006432,F,34,F33-42
18112,1366560404968632485,M,30,M29-31
18113,-3371744615984893252,M,73,M39+
18114,7123008704998099511,M,22,M22-
18115,4439113920134877097,M,22,M22-
18116,-7468822898582614959,M,47,M39+
18117,-1548669842713562951,F,53,F43+
18118,5023182361940994444,M,23,M23-26
18119,1551393222305216560,M,22,M22-
18120,-5693917338167659353,M,22,M22-
18121,5004258825005012217,M,22,M22-
18122,8282560634354848220,M,22,M22-
18123,6137553677231513543,M,22,M22-
18124,2267250582070938157,F,31,F29-32
18125,7727450324825808476,F,28,F27-28
18126,6406092046698342984,M,21,M22-
18127,2944573463986372133,M,21,M22-
18128,4074173757629956109,M,21,M22-
18129,6977445953666909229,F,33,F33-42
18130,2486389679064748150,M,27,M27-28
18131,316150971896217227,M,44,M39+
18132,9218691861856498625,M,44,M39+
18133,-3911176893411683812,M,43,M39+
18134,-7537730322939790803,F,31,F29-32
18135,-2366672371206221300,M,21,M22-
18136,6094346297677343822,F,37,F33-42
18137,-1205439817028982112,M,27,M27-28
18138,-2149763371625305177,M,23,M23-26
18139,-1242447427311354350,M,34,M32-38
18140,-3165545806409264192,M,31,M29-31
18141,8166760792069576339,M,31,M29-31
18142,-7902422412295713410,F,33,F33-42
18143,-8276921354134461320,M,27,M27-28
18144,4245652808777291199,M,51,M39+
18145,782090532443233284,M,20,M22-
18146,5892360412601154957,M,20,M22-
18147,-8262918397044433995,F,54,F43+
18148,7048737010469718234,M,21,M22-
18149,1290090985658375659,M,28,M27-28
18150,6962172346975985576,M,20,M22-
18151,8189362330520547568,M,38,M32-38
18152,-322494407928007976,F,20,F23-
18153,3518956389786689085,M,22,M22-
18154,4806548365048970739,F,23,F23-
18155,8719365633726201361,M,28,M27-28
18156,-6903055268962442806,M,25,M23-26
18157,-8443983202412007123,M,25,M23-26
18158,-2351760739866812772,F,27,F27-28
18159,-3695487299346018557,F,28,F27-28
18160,-4774758924883304823,F,51,F43+
18161,-3486382027779199215,M,26,M23-26
18162,8747106647762651713,M,26,M23-26
18163,7571882819087294502,M,27,M27-28
18164,372138985697603985,M,27,M27-28
18165,-5536430885836772517,F,20,F23-
18166,1940210151934536425,F,25,F24-26
18167,5146534329857620962,M,29,M29-31
18168,-3252476279392179630,M,28,M27-28
18169,6189432211844267862,F,33,F33-42
18170,-4687154313435139086,F,40,F33-42
18171,4529197261239100073,M,26,M23-26
18172,1150511925558470362,F,31,F29-32
18173,6080305102430404855,F,31,F29-32
18174,-5231179227905299950,M,39,M39+
18175,6851142912667191141,M,39,M39+
18176,5245333182377318388,M,39,M39+
18177,-7544933623017103159,M,25,M23-26
18178,-6923986189419310777,M,20,M22-
18179,-6013876179595797366,F,28,F27-28
18180,-4932701388989806742,F,47,F43+
18181,-9880976325868200,F,28,F27-28
18182,8073391243036984623,M,28,M27-28
18183,-5496503060909856755,F,41,F33-42
18184,-2125448079544047378,M,27,M27-28
18185,-6892671892152058846,F,53,F43+
18186,3712514477860002856,F,24,F24-26
18187,4756902897960766082,M,23,M23-26
18188,7115891516662701428,M,21,M22-
18189,8568777958817088771,M,23,M23-26
18190,408657966634044522,M,22,M22-
18191,-49245218028184240,M,35,M32-38
18192,-406378522200173293,M,52,M39+
18193,-5358475851113457151,M,38,M32-38
18194,-305576114320528281,M,33,M32-38
18195,-3270945825637635188,M,50,M39+
18196,-3153155396806100943,F,30,F29-32
18197,8685006938569789811,F,27,F27-28
18198,-111333867792321229,F,52,F43+
18199,-81421101025300735,M,24,M23-26
18200,-5198511113150266249,M,39,M39+
18201,-8903658645207406025,F,34,F33-42
18202,8068902940098758582,F,30,F29-32
18203,7703836996689112387,M,21,M22-
18204,3300287414621405827,M,21,M22-
18205,-5397007468735117995,M,21,M22-
18206,5866602675063398599,M,30,M29-31
18207,-6938959956722188450,M,21,M22-
18208,2884046990259790623,M,29,M29-31
18209,-4683507516079789876,F,22,F23-
18210,-350151126936084238,M,23,M23-26
18211,4157703895379700118,F,18,F23-
18212,-6101447594685031196,F,30,F29-32
18213,-2025083958597731370,F,30,F29-32
18214,-4297411024885520041,M,31,M29-31
18215,7144748905824307674,F,23,F23-
18216,8955197851167262395,F,47,F43+
18217,1705858452344351216,M,33,M32-38
18218,3766656371166326126,M,28,M27-28
18219,667442538844587262,M,51,M39+
18220,4176441336994917188,F,21,F23-
18221,-2140316990273906658,F,39,F33-42
18222,-8295165661244106261,F,39,F33-42
18223,4041890060282635212,F,27,F27-28
18224,8243019462631699278,F,24,F24-26
18225,-4654786810235622057,F,30,F29-32
18226,-5702291140673195597,F,24,F24-26
18227,3849458946444855287,M,36,M32-38
18228,485079543735757131,M,45,M39+
18229,-8509753400352659373,F,27,F27-28
18230,1364840540346201822,M,29,M29-31
18231,-1495725078077330661,M,30,M29-31
18232,643223439995948543,M,33,M32-38
18233,-3892035093277310867,M,20,M22-
18234,-2929522608207827289,M,25,M23-26
18235,-5940949177339150898,M,22,M22-
18236,872891197260609914,M,36,M32-38
18237,4788715650349474685,F,48,F43+
18238,-6834447237278910249,M,33,M32-38
18239,1918897341921315342,F,28,F27-28
18240,8122715049419160833,M,36,M32-38
18241,5702087074024317926,F,33,F33-42
18242,-9134287130676900856,F,33,F33-42
18243,489431140896881762,F,28,F27-28
18244,-7779729915640132985,M,25,M23-26
18245,-6296281412352792159,M,40,M39+
18246,-7767564494868341809,M,40,M39+
18247,8146113897396254796,M,28,M27-28
18248,-4043216072897759696,M,28,M27-28
18249,4096672167955057842,M,29,M29-31
18250,8590025440473956767,M,29,M29-31
18251,2390118534404555032,M,21,M22-
18252,-6966003975193487485,F,28,F27-28
18253,1844864993519299913,M,22,M22-
18254,8859850364207269111,M,36,M32-38
18255,7137488043970837931,F,46,F43+
18256,6893557716428314446,F,27,F27-28
18257,6411934638760700435,M,24,M23-26
18258,-4874119441156316897,F,22,F23-
18259,-4640508319095488571,M,29,M29-31
18260,468121500554779166,F,28,F27-28
18261,2286695210252042885,F,30,F29-32
18262,-8556761224107686670,F,31,F29-32
18263,1382792612140496732,F,31,F29-32
18264,-8093232698934113986,F,19,F23-
18265,3250414532640919793,F,22,F23-
18266,3365211908464511997,F,38,F33-42
18267,-4225026465089314969,M,26,M23-26
18268,5672143520762963107,M,26,M23-26
18269,1061957406974516512,M,26,M23-26
18270,3473174782882703544,F,25,F24-26
18271,4835529285562676029,F,26,F24-26
18272,-2776938596617279704,M,18,M22-
18273,8174209810777643357,M,30,M29-31
18274,859326763619224713,M,28,M27-28
18275,-8929826756001054164,M,20,M22-
18276,2909676306299995230,M,20,M22-
18277,-3007369870846114467,M,46,M39+
18278,5254754126688590639,F,24,F24-26
18279,6045516916666042222,F,33,F33-42
18280,-892706792623820311,F,34,F33-42
18281,1392600734468235086,F,34,F33-42
18282,6263858801957157118,M,33,M32-38
18283,6907181646633453750,M,21,M22-
18284,936543880452616556,M,21,M22-
18285,2719000155458347599,M,22,M22-
18286,4326091472931025777,F,26,F24-26
18287,-3741787824884250257,F,26,F24-26
18288,-3203147141446500085,F,26,F24-26
18289,6211954923632524552,F,26,F24-26
18290,4944802250448799972,M,34,M32-38
18291,8931601310636026644,F,21,F23-
18292,-576011679362971510,M,20,M22-
18293,-650541572551041763,F,22,F23-
18294,808721550679555973,M,47,M39+
18295,-1784995893554271264,M,26,M23-26
18296,8920373592475549873,M,26,M23-26
18297,4804718029507331157,F,27,F27-28
18298,-3592430597039967798,F,27,F27-28
18299,-8022846448123558958,M,34,M32-38
18300,395217090835736007,M,34,M32-38
18301,228336927537401039,F,21,F23-
18302,6441712774371241938,F,26,F24-26
18303,4697923976829492303,F,22,F23-
18304,-7925664779454248215,M,46,M39+
18305,5342821828774424040,M,21,M22-
18306,8274647227257769191,F,21,F23-
18307,-4297510622380428652,M,23,M23-26
18308,3031591210086365399,M,26,M23-26
18309,1124266949220422519,M,29,M29-31
18310,-2965465507186076985,F,29,F29-32
18311,2528532566083086742,F,20,F23-
18312,4347609771244580848,M,30,M29-31
18313,-3142153882043325610,F,31,F29-32
18314,7465554402850341522,F,34,F33-42
18315,-7707444331230793764,F,34,F33-42
18316,5305115575585395779,F,25,F24-26
18317,5744512343244500755,F,25,F24-26
18318,-2303945382006525240,F,25,F24-26
18319,-2611138734489946741,M,31,M29-31
18320,-2599416379932717770,F,29,F29-32
18321,-3572970878124202063,F,28,F27-28
18322,1173456724706158516,F,22,F23-
18323,-5323365155916324445,M,19,M22-
18324,-8079749722956058928,M,39,M39+
18325,-5242641695386555073,F,21,F23-
18326,8452606569213771921,F,29,F29-32
18327,7527271313905897299,F,27,F27-28
18328,-4020215464898302294,M,26,M23-26
18329,-6631862960178970556,M,26,M23-26
18330,-4359886066035528752,M,22,M22-
18331,3672979100524166036,F,21,F23-
18332,2497465383364588201,F,21,F23-
18333,8873893906876989321,M,19,M22-
18334,-1624765707841890165,M,24,M23-26
18335,-4141830895871608221,M,22,M22-
18336,-9193165817298557881,M,40,M39+
18337,1375822724428012003,M,40,M39+
18338,-5261008800546202453,M,25,M23-26
18339,3178481144921943304,M,25,M23-26
18340,-885546706826691428,M,22,M22-
18341,-5117743377362882952,F,30,F29-32
18342,-613408298469059763,M,28,M27-28
18343,5340304009384319655,M,34,M32-38
18344,-3291405546817870899,M,37,M32-38
18345,-7892075481859269516,M,30,M29-31
18346,-8330957320218974148,M,22,M22-
18347,-3570487722253883558,M,26,M23-26
18348,-3579370471061023966,M,23,M23-26
18349,-4936252467755699995,F,30,F29-32
18350,-6157658842998472043,M,20,M22-
18351,-4149521902036222926,F,26,F24-26
18352,4022774805235518471,F,26,F24-26
18353,762380773704522127,M,22,M22-
18354,-3939506207496556218,M,25,M23-26
18355,-8001492748850815992,M,25,M23-26
18356,950540645651248345,F,28,F27-28
18357,-3544094230964914959,F,28,F27-28
18358,-4692824356217798967,M,29,M29-31
18359,-3825925204168512425,M,23,M23-26
18360,-7681394639247422495,M,20,M22-
18361,9113701056944217572,F,21,F23-
18362,-8738652424738950315,F,26,F24-26
18363,3417678475713119607,F,25,F24-26
18364,8141320754421640385,F,25,F24-26
18365,8381429970756608080,F,25,F24-26
18366,256853459890704493,F,25,F24-26
18367,4001612517589272763,F,27,F27-28
18368,7003586716243288469,F,27,F27-28
18369,-6043854920272235571,M,24,M23-26
18370,3812648032709911859,M,24,M23-26
18371,5327934873161395823,F,28,F27-28
18372,153753128987395162,M,25,M23-26
18373,-5368812250370188860,M,21,M22-
18374,1010450890712093210,M,28,M27-28
18375,4471415682106748682,M,26,M23-26
18376,-8545196369420587495,M,57,M39+
18377,3168507316133151910,F,34,F33-42
18378,3507933034787327899,M,29,M29-31
18379,-4086382078841254116,F,47,F43+
18380,3392678281007723407,M,20,M22-
18381,7025978083640396366,F,44,F43+
18382,-1652650974934510719,M,42,M39+
18383,-5814590445151827736,F,29,F29-32
18384,4133889371747680944,M,26,M23-26
18385,4880886204943904766,F,23,F23-
18386,1086066317973384490,M,28,M27-28
18387,-8521310916701367629,M,43,M39+
18388,-9148920067934646431,M,60,M39+
18389,-2077538837812280281,F,30,F29-32
18390,-3529314494950645522,M,33,M32-38
18391,1453840286372134624,M,25,M23-26
18392,2540725574203212778,M,24,M23-26
18393,8095130250308921283,M,30,M29-31
18394,-8666022689659098341,M,30,M29-31
18395,8742446311206613153,M,24,M23-26
18396,-9019090686670326166,M,24,M23-26
18397,2179711627824231523,M,61,M39+
18398,7213128976320061152,M,24,M23-26
18399,5296434087997304542,M,34,M32-38
18400,-3296630269689590443,M,29,M29-31
18401,-4346969187789013193,F,27,F27-28
18402,4061044471505457961,M,29,M29-31
18403,-6700525341032204923,F,26,F24-26
18404,-4038810703636281775,F,21,F23-
18405,687300351919885406,F,21,F23-
18406,9018828263762196484,F,25,F24-26
18407,-749348936607585306,F,66,F43+
18408,4737984727500240692,F,66,F43+
18409,3514164955203535201,F,28,F27-28
18410,-1022601219248387384,M,31,M29-31
18411,-4041551272621569577,M,28,M27-28
18412,-1823069714900085525,F,28,F27-28
18413,-7877144812742460769,F,35,F33-42
18414,-1404952534791701829,M,22,M22-
18415,-7627705710869164241,F,35,F33-42
18416,-704131746102884274,F,35,F33-42
18417,-5809343998936665440,F,35,F33-42
18418,8926080003397864358,M,22,M22-
18419,-7070444801944655206,M,22,M22-
18420,4510138441948619181,M,29,M29-31
18421,-1188286043816938634,M,29,M29-31
18422,5587078114730803144,F,33,F33-42
18423,-7357956309456849656,F,33,F33-42
18424,7086610410464034189,F,29,F29-32
18425,2933934653687979411,M,27,M27-28
18426,2625703913872653743,F,27,F27-28
18427,-4109163024286574184,M,22,M22-
18428,-2726664844547268091,M,38,M32-38
18429,-6322262719376588989,F,27,F27-28
18430,6967290745489096107,M,27,M27-28
18431,5860585577030252837,M,27,M27-28
18432,-8866511254068350922,M,25,M23-26
18433,-7162512589106300789,F,49,F43+
18434,3553187925527371719,F,23,F23-
18435,-5304560322140696221,M,31,M29-31
18436,4757701396598637587,F,49,F43+
18437,-7226849063645780402,F,22,F23-
18438,-7457893284904651208,F,23,F23-
18439,3052715314159980764,F,22,F23-
18440,2939529683401027344,F,30,F29-32
18441,7473987872432053322,M,19,M22-
18442,2351995369354802465,F,25,F24-26
18443,4868194734726678382,F,30,F29-32
18444,3088339811639393782,F,40,F33-42
18445,-4197508427180004388,M,43,M39+
18446,-4992213804917529765,M,43,M39+
18447,-3315326753152240207,M,35,M32-38
18448,1441315866516709221,M,29,M29-31
18449,1574876827971598937,F,26,F24-26
18450,-229317349110458159,F,28,F27-28
18451,-7525858863574407676,F,35,F33-42
18452,2067364959606942980,F,21,F23-
18453,8707379891948729956,M,23,M23-26
18454,-2704475534065716690,F,22,F23-
18455,3623843804593244990,F,22,F23-
18456,-6184460544174129985,F,37,F33-42
18457,7041522682600915389,F,25,F24-26
18458,4995230066018923089,F,25,F24-26
18459,2468399061566790092,M,20,M22-
18460,-3672015848039575355,M,28,M27-28
18461,-7687922465303910751,F,34,F33-42
18462,4582085317085694442,F,33,F33-42
18463,-3801559374920089114,M,22,M22-
18464,5118996682758147264,M,32,M32-38
18465,7724849816522370776,M,32,M32-38
18466,-2946494098629386626,F,27,F27-28
18467,3792988047488383506,F,42,F33-42
18468,1031824598469660455,M,30,M29-31
18469,-2076543169576787863,M,55,M39+
18470,-7705468780036600834,M,18,M22-
18471,-3068808573518942723,M,28,M27-28
18472,-7963311076640027484,M,31,M29-31
18473,4290532066333247040,M,28,M27-28
18474,7517035880220811444,F,28,F27-28
18475,-700760093231993501,F,54,F43+
18476,-5599778557072278158,M,32,M32-38
18477,3237876050673592715,M,32,M32-38
18478,-6765945958801132163,M,32,M32-38
18479,8979791870389518257,M,32,M32-38
18480,-6987626587718159358,M,32,M32-38
18481,3762797059461856548,F,26,F24-26
18482,5962055601568668281,F,31,F29-32
18483,7500092222405215347,F,24,F24-26
18484,7568350055395388770,F,24,F24-26
18485,6202227178995159675,F,53,F43+
18486,-3615226243055855626,F,28,F27-28
18487,4289061206288052307,F,26,F24-26
18488,3209187918149779455,M,25,M23-26
18489,1132267812827331652,F,26,F24-26
18490,-6003149951652476397,M,22,M22-
18491,1512841292928745275,M,20,M22-
18492,5731632605461114662,M,24,M23-26
18493,252373064131446721,F,28,F27-28
18494,7284756729523280396,F,25,F24-26
18495,713282382056624692,F,20,F23-
18496,-463483010965569716,F,21,F23-
18497,5442141821480194196,F,25,F24-26
18498,6585415916140513352,M,34,M32-38
18499,-8306796565967918369,F,34,F33-42
18500,-4523542780146466405,F,40,F33-42
18501,7272290384315425629,F,40,F33-42
18502,7690110439116330678,F,31,F29-32
18503,5213212612065832029,F,23,F23-
18504,-399314941587713198,F,29,F29-32
18505,-3402658239586383263,F,29,F29-32
18506,2738115716508189311,M,35,M32-38
18507,-5900762498908614960,M,35,M32-38
18508,1059884792447419630,F,27,F27-28
18509,-2324036371490243053,F,27,F27-28
18510,6339746164229455458,M,29,M29-31
18511,-1330821748085706243,M,20,M22-
18512,-4204742700522101711,M,28,M27-28
18513,-4081438628981435648,M,22,M22-
18514,6183320559120845284,F,26,F24-26
18515,-8416735810018053281,M,43,M39+
18516,2373779363769129149,M,43,M39+
18517,4443921727458569424,M,43,M39+
18518,8824611962225849153,M,36,M32-38
18519,-1725950436490639806,M,33,M32-38
18520,8914878421057531959,M,24,M23-26
18521,5681783213642183534,M,24,M23-26
18522,-1292247961790510645,M,22,M22-
18523,-4815713464653302176,M,22,M22-
18524,-528478010783007485,M,41,M39+
18525,2115068298048505049,M,24,M23-26
18526,1094434657979907854,M,20,M22-
18527,3744819056326002226,M,24,M23-26
18528,-3709167024966648279,F,22,F23-
18529,-2552457585087177858,M,36,M32-38
18530,7468002968341583450,F,26,F24-26
18531,1241379010807517391,F,27,F27-28
18532,-857767944429395221,M,27,M27-28
18533,-781220878778207491,M,47,M39+
18534,-1382791693293526672,F,26,F24-26
